run_id,experiment_id,system,workload,numeric_semantics,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,steady_interval_cycles,transforms_streamed,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,unrouted,hls_wall_s,synth_s,place_s,route_s,total_wall_s,interface,unroll_factor,report_paths,failure_reason,transform_size,config,ordering,stimulus,seeds,transforms_completed,cosim_wall_s,max_abs_error,max_norm_error,run_by,notes
hpfft_n256_UF1_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,1400,1527,140.5,33,,,,,,,,,,,62,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,"hpfft/reports/hpfft_n256_UF1_cosim,hpfft/validation/hpfft_n256_UF1_cosim",,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 33 transforms = 11 per seed","0,1,2",32,223,5.372e-06,1.845e-07,this_agent,"steady interval = mean of the last 24 completion-to-completion distances (median 140.5, min 138, max 143); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 5880 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; per seed: seed 0: pass (11 transforms, max abs err 5.37e-06), seed 1: pass (11 transforms, max abs err 4.07e-06), seed 2: pass (10 transforms, max abs err 4.98e-06); unchecked transforms [32]; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF1_cosim_lcg,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,1400,1527,140.6,32,,,,,,,,,,,47,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,"hpfft/reports/hpfft_n256_UF1_cosim_lcg,hpfft/validation/hpfft_n256_UF1_cosim_lcg",,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,255,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 143, min 138, max 143); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 5742 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF1_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,ok,,,,,,22403,22244,72,82,36,10,0,0.283,0.0,0,47,328,302,99,819,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,hpfft/reports/hpfft_n256_UF1_pnr,,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,previous_agent,"opt 34 s, phys_opt 6 s; 0 failing of 53806 endpoints; WHS 0.039 ns; routable nets 46551, routing errors 0"
hpfft_n256_UF16_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,219,226,50.0,32,,,,,,,,,,,227,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",16,"hpfft/reports/hpfft_n256_UF16_cosim,hpfft/validation/hpfft_n256_UF16_cosim",,256,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,479,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 50, min 50, max 50); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 1726 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF16_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,227,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",16,,"P&R deferred: optional extra, HLS estimate 269798 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 029_pnr_n256_UF16 in queue_pnr/deferred)",256,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft_n256_UF1_nt33_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,1400,1527,140.5,33,,,,,,,,,,,96,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,"hpfft/reports/hpfft_n256_UF1_nt33_cosim,hpfft/validation/hpfft_n256_UF1_nt33_cosim",,256,UF1 (control run: 33 transforms fed),"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..32 = LCG(0x12345678) U[-1,1)",,32,333,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 24 completion-to-completion distances (median 140.5, min 138, max 143); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 5880 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; 32 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF2_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,703,766,74.5,32,,,,,,,,,,,55,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",2,"hpfft/reports/hpfft_n256_UF2_cosim,hpfft/validation/hpfft_n256_UF2_cosim",,256,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,294,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 75, min 74, max 75); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 3001 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF2_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,ok,,,,,,45482,37809,132,104,48,8,0,0.317,0.0,0,55,427,702,516,1825,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",2,hpfft/reports/hpfft_n256_UF2_pnr,,256,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,previous_agent,"opt 60 s, phys_opt 20 s; 0 failing of 93597 endpoints; WHS 0.006 ns; routable nets 86602, routing errors 0"
hpfft_n256_UF32_cosim,E2,HP-FFT,256-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 4 beats per transform; block control ap_ctrl_hs",32,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),256,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft_n256_UF32_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,777,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 4 beats per transform; block control ap_ctrl_hs",32,,"P&R deferred: optional extra, HLS estimate 532643 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 038_pnr_n256_UF32 in queue_pnr/deferred)",256,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft_n256_UF4_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,782,813,400.0,32,,,,,,,,,,,75,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",4,"hpfft/reports/hpfft_n256_UF4_cosim,hpfft/validation/hpfft_n256_UF4_cosim",,256,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,543,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 400, min 400, max 400); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 12813 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF4_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,ok,,,,,,86402,68295,246,294,144,6,0,0.011,0.0,0,75,701,991,356,2260,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",4,hpfft/reports/hpfft_n256_UF4_pnr,,256,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,previous_agent,"opt 87 s, phys_opt 26 s; 0 failing of 163389 endpoints; WHS 0.008 ns; routable nets 164331, routing errors 0"
hpfft_n256_UF8_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,284,299,57.0,32,,,,,,,,,,,118,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",8,"hpfft/reports/hpfft_n256_UF8_cosim,hpfft/validation/hpfft_n256_UF8_cosim",,256,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,426,1.329e-05,1.949e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 57, min 57, max 57); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 2009 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft_n256_UF8_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,running,,,,,,,,,,,,,,,,118,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",8,,P&R in progress at assembly time (queue job 006_pnr_n256_UF8),256,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft_n256_no_StagePipeline_cosim,E2,HP-FFT,"256-point radix-2 complex FFT; 3 transforms as back-to-back FFT_TOP calls (array interface, ap_ctrl_hs)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,7940,8067,8069.0,3,,,,,,,,,,,35,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,"hpfft/reports/hpfft_n256_no_StagePipeline_cosim,hpfft/validation/hpfft_n256_no_StagePipeline_cosim",,256,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..2 = LCG(0x12345678) U[-1,1)",,3,145,1.329e-05,1.384e-07,previous_agent,"steady interval = mean of the last 2 completion-to-completion distances (median 8069.0, min 8069, max 8069); batch of 3 transforms complete at cycle 24205 after the first input beat; ap_done pulses 3; input stall cycles in transform 0: 0; 3 transforms checked; RTL outputs as received by Vitis' post-check testbench run (sim/wrapc_pc)"
hpfft_n256_no_StagePipeline_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,35,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,,P&R queued but not reached before the package was assembled (queue job 109_pnr_n256_no_StagePipeline; optional extra),256,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft_n256_original_C_style_cosim,E2,HP-FFT,"256-point radix-2 complex FFT; 3 transforms as back-to-back FFT_TOP calls (array interface, ap_ctrl_hs)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,20713,20968,20970.0,3,,,,,,,,,,,40,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,"hpfft/reports/hpfft_n256_original_C_style_cosim,hpfft/validation/hpfft_n256_original_C_style_cosim",,256,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..2 = LCG(0x12345678) U[-1,1)",,3,178,1.329e-05,1.384e-07,previous_agent,"steady interval = mean of the last 2 completion-to-completion distances (median 20970.0, min 20970, max 20970); batch of 3 transforms complete at cycle 62908 after the first input beat; ap_done pulses 3; input stall cycles in transform 0: 0; 3 transforms checked; RTL outputs as received by Vitis' post-check testbench run (sim/wrapc_pc)"
hpfft_n256_original_C_style_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,40,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,,P&R queued but not reached before the package was assembled (queue job 110_pnr_n256_original_C_style; optional extra),256,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF1_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,2953,3208,269.1,32,,,,,,,,,,,51,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 256 beats per transform; block control ap_ctrl_hs",1,"hpfft/reports/hpfft-derived_n512_UF1_cosim,hpfft/validation/hpfft-derived_n512_UF1_cosim",,512,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,391,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 272, min 266, max 272); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 11278 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF1_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,51,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 256 beats per transform; block control ap_ctrl_hs",1,,P&R queued but not reached before the package was assembled (queue job 105_pnr_n512_UF1; optional extra),512,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF16_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",16,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF16_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,321,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",16,,"P&R deferred: optional extra, HLS estimate 314080 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 036_pnr_n512_UF16 in queue_pnr/deferred)",512,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF2_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,1425,1552,138.0,32,,,,,,,,,,,59,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",2,"hpfft/reports/hpfft-derived_n512_UF2_cosim,hpfft/validation/hpfft-derived_n512_UF2_cosim",,512,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,399,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 138, min 138, max 138); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 5692 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF2_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,59,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",2,,P&R queued but not reached before the package was assembled (queue job 118_pnr_n512_UF2; optional extra),512,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF32_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",32,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF32_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,794,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",32,,"P&R deferred: optional extra, HLS estimate 619588 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 039_pnr_n512_UF32 in queue_pnr/deferred)",512,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF4_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,984,1047,264.0,32,,,,,,,,,,,91,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",4,"hpfft/reports/hpfft-derived_n512_UF4_cosim,hpfft/validation/hpfft-derived_n512_UF4_cosim",,512,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,491,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 264, min 264, max 264); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 8967 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF4_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,91,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",4,,P&R queued but not reached before the package was assembled (queue job 120_pnr_n512_UF4; optional extra),512,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_UF8_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,ok,True,533,564,105.0,32,,,,,,,,,,,174,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",8,"hpfft/reports/hpfft-derived_n512_UF8_cosim,hpfft/validation/hpfft-derived_n512_UF8_cosim",,512,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,653,1.764e-05,1.925e-07,previous_agent,"steady interval = mean of the last 23 completion-to-completion distances (median 105, min 105, max 105); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 3714 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD"
hpfft-derived_n512_UF8_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,174,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",8,,P&R queued but not reached before the package was assembled (queue job 122_pnr_n512_UF8; optional extra),512,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_no_StagePipeline_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_no_StagePipeline_pnr,E2,"HP-FFT (derived size, see README)","512-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",pnr_ooc,300,not_run,,,,,,,,,,,,,,,,45,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,,"P&R deferred: optional extra, HLS estimate 3058 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 033_pnr_n512_no_StagePipeline in queue_pnr/deferred)",512,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
hpfft-derived_n512_original_C_style_cosim,E2,"HP-FFT (derived size, see README)",512-point radix-2 complex FFT,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),512,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,
